,,,,,,,,,,,,,,,,,,,,,,,
Del Giro,97004000-5,43538509,15/04/2025,06/05/2025 19:03:16,P,0,26.059,4.951,,0,0,31.010,0,0,0,0,0,0,,0,0,0,
Del Giro,76756186-5,60237,07/05/2025,08/05/2025 08:35:05,P,0,316.160,60.070,,0,0,376.230,0,0,0,0,0,0,,0,0,0,
